Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Book_Average_Rating;Book_Ratings_Count;Genre_new;Gross_sales/ Bruttoumsatz;Publisher_Revenue;Publisher;Verfilmt
2016;Truly Madly Guilty;Liane Moriarty;eng;Intermediate;3,55;90.477;Zeitgenˆssischer Roman / Drama  ;162,36 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;Saga, Volume One;Brian K, Vaughan, Fiona Staples;eng;Excellent;4,25;131.906;Graphic Novel / Fantasy  ;162,36 Ä;97.416,00 Ä;Amazon Digital Services,  Inc,;Nein
2011;The Art of Fielding;Chad Harbach;eng;Intermediate;3,99;81.712;Literarischer Roman / Sport  ;324,37 Ä;194.622,00 Ä;Amazon Digital Services,  Inc,;Nein
1964;A Moveable Feast;Ernest Hemingway;eng;Excellent;4,04;69.992;Memoir / Literatur  ;813,37 Ä;488.022,00 Ä;Penguin;Ja
2006;Fablehaven;Brandon Mull;eng;Excellent;4,08;99.390;Jugendfantasy / Abenteuer  ;1.470,26 Ä;882.156,00 Ä;Random;Ja
2000;The Wide Window;Lemony Snicket, Brett Helquist;eng;Intermediate;3,91;118.624;Children;161,37 Ä;96.822,00 Ä;Amazon Digital Services,  Inc,;Ja
2001;Grave Peril;Jim Butcher;eng;Excellent;4,18;97.736;Urban Fantasy / Paranormal  ;322,38 Ä;193.428,00 Ä;Amazon Digital Services,  Inc,;Ja
2007;Einstein, His Life and Universe;Walter Isaacson;eng;Excellent;4,08;71.156;Biografie / Wissenschaft  ;322,38 Ä;193.428,00 Ä;Amazon Digital Services,  Inc,;Nein
2011;Effortless;S,C, Stephens;eng;Excellent;4,37;83.085;Jugendfantasy / Romance  ;160,38 Ä;96.228,00 Ä;Amazon Digital Services,  Inc,;Nein
1998;The Street Lawyer;John Grisham;eng;Intermediate;3,81;80.577;Rechts-Thriller  ;320,39 Ä;192.234,00 Ä;Random;Nein
1976;Roll of Thunder, Hear My Cry;Mildred D, Taylor;eng;Intermediate;3,79;92.980;Historischer Roman / B¸rgerrechtsbewegung  ;642,39 Ä;385.434,00 Ä;Hachette;Ja
2009;Pride and Prejudice and Zombies;Seth Grahame-Smith, Jane Austen;eng;Novice;3,28;103.995;Horror / Satire  ;615,02 Ä;369.012,00 Ä;Amazon Digital Services,  Inc,;Ja
2013;Lets Explore Diabetes with Owls;David Sedaris;eng;Intermediate;3,8;81.616;Satire ;478,40 Ä;287,04 Ä;Macmillan;Nein
1987;Dirk Gently's Holistic Detective Agency;Douglas Adams;en-US;Intermediate;3,97;89.569;Science-Fiction / Humor  ;478,40 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2008;Rodrick Rules;Jeff Kinney;en-US;Excellent;4,1;91.831;Children;478,40 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2015;Why Not Me?;Mindy Kaling;eng;Intermediate;3,89;74.199;Memoir / Humor  ;1.598,40 Ä;959,04 Ä;Random;Nein
2014;Four: A Divergent Collection;Veronica Roth;eng;Excellent;4,1;97.058;Jugendfantasy / Dystopie  ;475,41 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2015;Modern Romance;Aziz Ansari, Eric Klinenberg;eng;Intermediate;3,85;94.231;Nonfiction;157,41 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;The One and Only Ivan;Katherine Applegate, Patricia Castelao;eng;Excellent;4,24;85.136;Children;475,41 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1997;The Perfect Storm: A True Story of Men Against the Sea;Sebastian Junger;en-US;Excellent;4,07;45.382;Sachbuch / Abenteuer  ;634,41 Ä;380.646,00 Ä;Hachette;Ja
2005;Elantris;Brandon Sanderson;eng;Excellent;4,17;95.950;Epic Fantasy  ;314,42 Ä;188.652,00 Ä;Simon and Schuster Digital Sales Inc;Nein
2008;The Knife of Never Letting Go;Patrick Ness;eng;Intermediate;3,96;99.638;Jugendfantasy / Dystopie  ;1.136,02 Ä;681.612,00 Ä;Amazon Digital Services,  Inc,;Ja
1998;One Thousand White Women: The Journals of May Dodd;Jim Fergus;eng;Intermediate;3,88;84.367;Historischer Roman / Zeitgeschichte  ;472,42 Ä;283.452,00 Ä;Amazon Digital Services,  Inc,;Nein
2009;Handle with Care;Jodi Picoult;eng;Intermediate;3,96;90.138;Drama / Familienroman  ;1.420,42 Ä;852.252,00 Ä;Harper;Nein
2004;Song of Susannah;Stephen King, Darrel Anderson;eng;Intermediate;3,98;84.957;Horror / Fantasy  ;469,43 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;Reached;Ally Condie;en;Intermediate;3,56;109.290;Jugenddystopie  ;155,43 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1981;Midnight's Children;Salman Rushdie;eng;Intermediate;3,99;75.502;Literarischer Roman  ;1.474,23 Ä;884.538,00 Ä;Amazon Digital Services,  Inc,;Ja
2004;The Zombie Survival Guide: Complete Protection from the Living Dead;Max Brooks;eng;Intermediate;3,86;82.535;Nonfiction;154,44 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1999;The Testament;John Grisham;en;Intermediate;3,83;80.377;Rechts-Thriller  ;778,44 Ä;467.064,00 Ä;Random;Nein
1930;Murder at the Vicarage;Agatha Christie;eng;Excellent;4,03;93.963;Krimi / Mystery  ;669,24 Ä;401.544,00 Ä;Harper;Ja
1998;Among the Hidden ;Margaret Peterson Haddix;eng;Intermediate;3,97;94.478;Jugenddystopie / Science-Fiction  ;2.106,45 Ä;1.263,87 Ä;Harper;Nein
2007;In Defense of Food: An Eater's Manifesto;Michael Pollan;en-US;Excellent;4,07;80.434;Nonfiction;618,45 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1958;The Witch of Blackbird Pond;Elizabeth George Speare;en-US;Intermediate;3,97;105.770;Historischer Roman / Jugendbuch  ;1.230,46 Ä;738.276,00 Ä;Penguin;Nein
2015;The Heir;Kiera Cass;eng;Intermediate;3,85;111.044;Jugenddystopie / Romance  ;614,46 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2002;Shopaholic Ties the Knot;Sophie Kinsella;eng;Intermediate;3,77;88.139;Romance;460,46 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1859;The Woman in White;Wilkie Collins, Matthew Sweet;eng;Intermediate;3,98;93.134;Mystery / Klassiker  ;768,46 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2015;Career of Evil;Robert Galbraith, J,K, Rowling;eng;Excellent;4,21;66.979;Krimi / Thriller  ;1.167,32 Ä;700.392,00 Ä;Penguin;Ja
2009;The Summer I Turned Pretty;Jenny Han;en-US;Intermediate;3,96;104.730;Jugendroman / Liebesgeschichte  ;610,47 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1998;Four to Score ;Janet Evanovich;en-US;Excellent;4,17;106.871;Krimi / Humor  ;151,47 Ä;90.882,00 Ä;Amazon Digital Services,  Inc,;Nein
1996;The Color of Water: A Black Man's Tribute to His White Mother;James McBride;en-US;Excellent;4,06;80.906;Memoir / Rassismus  ;151,47 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2009;SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance;Steven D, Levitt, Stephen J, Dubner;en-US;Intermediate;3,95;85.006;Nonfiction;1.176,57 Ä;705.942,00 Ä;Penguin;Nein
2006;Darkfever;Karen Marie Moning;eng;Excellent;4,14;110.812;Urban Fantasy / Paranormal  ;1.618,80 Ä;971,28 Ä;Penguin;Nein
1995;Stone of Tears;Terry Goodkind;en-US;Excellent;4,1;83.235;Fantasy  ;1.111,12 Ä;666.672,00 Ä;Penguin;Nein
2010;Heart of the Matter;Emily Giffin;en-US;Intermediate;3,73;83.461;Romance;910,48 Ä;546.288,00 Ä;Simon and Schuster Digital Sales Inc;Nein
1847;Vanity Fair: A Novel Without a Hero;William Makepeace Thackeray, John Carey;eng;Intermediate;3,76;91.323;Klassiker / Gesellschaft  ;149,49 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1959;The Sirens of Titan;Kurt Vonnegut Jr,;en-GB;Excellent;4,16;72.493;Science-Fiction / Satire  ;151,00 Ä;90,60 Ä;Amazon Digital Services,  Inc,;Nein
1992;Dolores Claiborne;Stephen King, Dominique Dill;fre;Intermediate;3,81;71.053;Horror / Thriller  ;661,38 Ä;396.828,00 Ä;Amazon Digital Services,  Inc,;Ja
2016;The Nest;Cynthia D'Aprix Sweeney;eng;Novice;3,45;79.762;Drama / Gesellschaft  ;1.508,49 Ä;905.094,00 Ä;Amazon Digital Services,  Inc,;Nein
2001;Fables, Volume 1: Legends in Exile;Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean;eng;Intermediate;3,99;101.016;Graphic Novel / Fantasy  ;1.125,00 Ä;675,00 Ä;Penguin;Nein
2001;Getting Things Done: How To Achieve Stress-free Productivity;David    Allen;en-GB;Intermediate;3,98;75.665;Sachbuch / Produktivit‰t  ;598,50 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1993;The Celestine Prophecy;James Redfield;en-US;Intermediate;3,6;72.675;Nonfiction;594,51 Ä;356.706,00 Ä;Penguin;Ja
2012;My Life Next Door ;Huntley Fitzpatrick;eng;Excellent;4,02;102.012;Young Adult;594,51 Ä;356.706,00 Ä;Simon and Schuster Digital Sales Inc;Nein
2012;Winter of the World;Ken Follett;eng;Excellent;4,29;71.971;Historischer Roman  ;1.488,51 Ä;893.106,00 Ä;Harper;Nein
1999;Lucky;Alice Sebold;eng;Intermediate;3,77;77.462;Memoir / Drama  ;1.427,42 Ä;856.452,00 Ä;Amazon Digital Services,  Inc,;Nein
1927;To The Lighthouse ;Virginia Woolf;eng;Intermediate;3,76;83.066;Literarischer Roman / Klassiker  ;1.144,04 Ä;686.424,00 Ä;Macmillan;Ja
2004;Five Point Someone: What Not to Do at IIT;Chetan Bhagat;en-GB;Novice;3,43;67.438;Young Adult;146,52 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1993;Guilty Pleasures;Laurell K, Hamilton;eng;Excellent;4,02;104.252;Urban Fantasy / Paranormal  ;442,52 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2002;The Messenger;Markus Zusak;en-US;Excellent;4,09;93.119;Historischer Roman / Drama  ;145,53 Ä;87.318,00 Ä;Amazon Digital Services,  Inc,;Nein
1874;Far from the Madding Crowd;Thomas Hardy, Rosemarie Morgan, Shannon Russell;eng;Intermediate;3,92;87.427;Fantasy / Humor  ;1.997,73 Ä;1.198.638,00 Ä;Harper;Ja
1987;Equal Rites;Terry Pratchett;eng;Intermediate;4;88.673;Horror / Experimentell  ;145,53 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2000;House of Leaves;Mark Z, Danielewski;eng;Excellent;4,13;75.469;Krimi / Thriller  ;439,53 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1993;Cruel & Unusual;Patricia Cornwell;nl;Excellent;4,11;83.695;Rechts-Thriller  ;439,53 Ä;263.718,00 Ä;Amazon Digital Services,  Inc,;Nein
2013;Sycamore Row;John Grisham;eng;Intermediate;3,98;56.315;Urban Fantasy / Paranormal  ;1.074,57 Ä;644.742,00 Ä;Penguin;Nein
2011;Awakened;P,C, Cast, Kristin Cast;en-US;Excellent;4,02;101.234;Literarischer Roman / Klassiker  ;675,98 Ä;405.588,00 Ä;Hachette;Nein
1918;My √É¬Åntonia;Willa Cather;eng;Intermediate;3,76;81.102;Jugenddystopie / Postapokalypse  ;582,54 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2006;Life As We Knew It;Susan Beth Pfeffer;eng;Intermediate;3,89;94.282;Satire / Humor  ;1.097,92 Ä;658.752,00 Ä;Amazon Digital Services,  Inc,;Nein
2004;America (The Book): A Citizen's Guide to Democracy Inaction;Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J,R, Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms;eng;Excellent;4,02;74.511;Memoir / Religion  ;1.166,54 Ä;699.924,00 Ä;Random;Nein
2004;90 Minutes in Heaven;Don Piper, Cecil Murphey;en;Intermediate;3,91;67.937;Romance;1.251,22 Ä;750.732,00 Ä;Amazon Digital Services,  Inc,;Ja
2012;The Longest Ride;Nicholas Sparks;eng;Excellent;4,14;71.276;Romance;144,54 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1979;Kane and Abel;Jeffrey Archer;en-US;Excellent;4,27;74.052;Fiction / Historical;723,55 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2008;Change of Heart;Jodi Picoult;en-US;Intermediate;3,91;86.471;Fiction / Drama;990,35 Ä;594,21 Ä;Simon and Schuster Digital Sales Inc;Nein
2003;Dry: A Memoir;Augusten Burroughs;eng;Excellent;4,01;70.550;Memoir / Non-Fiction;1.448,55 Ä;869,13 Ä;Amazon Digital Services,  Inc,;Nein
2001;Sam's Letters To Jennifer;James Patterson;en;Excellent;4,15;77.538;Fiction / Romance;868,55 Ä;521,13 Ä;Hachette;Nein
1969;Dune Messiah ;Frank Herbert;eng;Intermediate;3,86;82.580;Science Fiction;570,57 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1945;The Great Divorce;C,S, Lewis;en-US;Excellent;4,28;75.031;Fiction / Fantasy;1.428,57 Ä;857.142,00 Ä;Penguin;Nein
2004;Little Earthquakes;Jennifer Weiner;en;Intermediate;3,76;77.592;Fiction / Contemporary;1.072,50 Ä;643,50 Ä;Random;Nein
1835;Eventyr og historier;Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter;eng;Excellent;4,28;90.999;Childrenís Literature / Fairy Tales;708,58 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2009;New Moon: The Complete Illustrated Movie Companion;Mark Cotta Vaz;en-US;Excellent;4,34;82.399;Movie Companion / Fantasy;1.560,58 Ä;936.348,00 Ä;Penguin;Ja
2014;Maybe Someday;Colleen Hoover;eng;Excellent;4,33;81.707;Romance;969,86 Ä;581.916,00 Ä;Random;Nein
1999;Mr Maybe;Jane Green;eng;Novice;3,41;78.132;Contemporary Fiction;562,59 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1915;Anne of the Island;L,M, Montgomery;eng;Excellent;4,21;97.049;Young Adult / Classic;139,59 Ä;83.754,00 Ä;Random;Nein
1883;Also sprach Zarathustra;Friedrich Nietzsche, Walter Kaufmann;eng;Excellent;4,05;65.362;Philosophy;1.030,71 Ä;618.426,00 Ä;Penguin;Nein
1854;North and South;Elizabeth Gaskell, Alan Shelston;eng;Excellent;4,13;95.274;Historical Fiction;562,59 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2011;A Stolen Life;Jaycee Dugard;en-US;Intermediate;3,89;72.713;Memoir / True Crime;558,60 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2010;The Immortals of Meluha;Amish Tripathi;eng;Intermediate;4;62.784;Mythology / Historical Fiction;418,60 Ä;251,16 Ä;Amazon Digital Services,  Inc,;Nein
1995;The Lost World;Michael Crichton;eng;Intermediate;3,72;83.389;Science Fiction / Adventure;1.398,60 Ä;839,16 Ä;Amazon Digital Services,  Inc,;Ja
2013;Requiem;Lauren Oliver;eng;Intermediate;3,74;100.593;Young Adult / Dystopian;698,60 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1996;A Crown of Swords;Robert Jordan;eng;Intermediate;4;86.421;Fantasy;137,61 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
-560;Aesopica;Aesop, Laura Harris, Laura Gibbs;eng;Excellent;4,05;88.508;Fable / Classic;693,61 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1985;Blood Meridian: Or the Evening Redness in the West;Cormac McCarthy;eng;Excellent;4,18;71.095;Western / Literary Fiction;725,88 Ä;435.528,00 Ä;Penguin;Nein
2012;Finale;Becca Fitzpatrick;eng;Excellent;4,22;107.569;Young Adult / Fantasy;1.516,62 Ä;909.972,00 Ä;Penguin;Nein
1985;Skeleton Crew;Stephen King;eng;Intermediate;3,93;82.320;Horror;957,72 Ä;574.632,00 Ä;Random;Nein
2002;Lullaby;Chuck Palahniuk;en;Intermediate;3,73;66.713;Horror / Thriller;1.094,63 Ä;656.778,00 Ä;Hachette;Nein
2009;Two States;Chetan Bhagat;eng;Intermediate;3,42;67.866;Contemporary Romance;836,40 Ä;501,84 Ä;Amazon Digital Services,  Inc,;Nein
2002;Summer Knight;Jim Butcher;eng;Excellent;4,3;91.012;Urban Fantasy  ;542,64 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1968;Dragonflight;Anne McCaffrey, Teodor Panasi√Ö‚Äûski;eng;Excellent;4,1;95.378;Science Fiction / Fantasy  ;133,65 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2007;The History of the Hobbit, Part One: Mr, Baggins;John D, Rateliff, J,R,R, Tolkien;eng;Intermediate;3,81;108.399;Fantasy / Literatur  ;538,65 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2014;Ugly Love;Colleen Hoover;eng;Excellent;4,3;107.583;Romance  ;808,65 Ä;485,19 Ä;Random;Nein
1998;Chocolat;Joanne Harris;eng;Intermediate;3,95;84.770;Contemporary Fiction  ;873,68 Ä;524.208,00 Ä;Amazon Digital Services,  Inc,;Ja
1977;The Amityville Horror;Jay Anson;eng;Intermediate;3,82;80.959;Horror  ;1.191,26 Ä;714.756,00 Ä;Hachette;Ja
1992;The English Patient;Michael Ondaatje;en;Intermediate;3,88;83.741;Literary Fiction  ;663,67 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2012;Gabriel's Rapture;Sylvain Reynard;eng;Excellent;4,22;91.213;Romance  ;530,67 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1914;Dubliners;James Joyce, Jeri Johnson;eng;Intermediate;3,85;73.140;Literary Fiction  ;397,67 Ä;238.602,00 Ä;Random;Nein
2009;Let the Great World Spin;Colum McCann;en-US;Intermediate;3,93;71.515;Literary Fiction  ;394,68 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2003;The Eternity Code;Eoin Colfer;eng;Excellent;4,04;94.437;Science Fiction  ;394,68 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2001;Tell No One;Harlan Coben;eng;Excellent;4,11;78.070;Thriller  ;394,68 Ä;236.808,00 Ä;Amazon Digital Services,  Inc,;Ja
1987;The Tommyknockers;Stephen King;eng;Famous;3,48;89.262;Horror  ;790,68 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2010;Hex Hall;Rachel Hawkins;eng;Intermediate;3,96;109.881;Young Adult Fantasy  ;526,68 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2010;Steal Like an Artist;Austin Kleon;en-US;Intermediate;3,86;93.625;Nonfistion;130,68 Ä;78.408,00 Ä;Amazon Digital Services,  Inc,;Nein
1999;Cryptonomicon;Neal Stephenson;eng;Excellent;4,25;72.683;Techno-Thriller  ;327,36 Ä;196.416,00 Ä;Random;Nein
2013;Beautiful Bastard;Christina Lauren;eng;Excellent;4,05;111.668;Romance  ;394,68 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2000;Prodigal Summer;Barbara Kingsolver;en-US;Intermediate;3,98;78.529;Contemporary Fiction  ;260,69 Ä;156.414,00 Ä;Simon and Schuster Digital Sales Inc;Nein
1996;We Were the Mulvaneys;Joyce Carol Oates;eng;Intermediate;3,7;77.251;Literary Fiction  ;1.395,15 Ä;837,09 Ä;Hachette;Ja
1993;Understanding Comics: The Invisible Art;Scott McCloud;en-US;Intermediate;3,98;77.277;Comics / Graphic Novel  ;129,69 Ä;77.814,00 Ä;Amazon Digital Services,  Inc,;Nein
2010;Beautiful Darkness;Kami Garcia, Margaret Stohl;en-US;Intermediate;3,84;95.447;Young Adult Fantasy  ;260,69 Ä;156.414,00 Ä;Harper;Nein
2011;The Psychopath Test;Jon Ronson;eng;Intermediate;3,91;44.097;Psychology / Nonfiction  ;492,70 Ä;295,62 Ä;Macmillan;Nein
2005;Vanishing Acts;Jodi Picoult;en-US;Intermediate;3,68;79.662;Contemporary Fiction  ;258,70 Ä;155,22 Ä;Random;Nein
1995;Absolute Power;David Baldacci;eng;Excellent;4,15;72.481;Thriller  ;1.656,20 Ä;993,72 Ä;Macmillan;Ja
2000;Hot Six;Janet Evanovich;eng;Excellent;4,18;99.329;Thriller  ;514,71 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;The Time Keeper;Mitch Albom;eng;Intermediate;3,85;72.277;Romance / Chick Lit  ;127,71 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2006;A Dirty Job;Christopher Moore;en-US;Excellent;4,08;78.523;Contemporary Fiction  ;127,71 Ä;76.626,00 Ä;Amazon Digital Services,  Inc,;Ja
2003;Moneyball: The Art of Winning an Unfair Game;Michael   Lewis;en-US;Excellent;4,24;66.406;Genre: Sports / Non-Fiction / Business;127,71 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2003;The Amulet of Samarkand;Jonathan Stroud;en-US;Intermediate;3,99;86.062;Fantasy  ;127,71 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2007;I Am America (And So Can You!);Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell;en-US;Intermediate;3,91;71.023;Satire / Humor  ;885,76 Ä;531.456,00 Ä;Penguin;Nein
1981;The One Minute Manager;Kenneth H, Blanchard, Spencer Johnson;en-US;Intermediate;3,85;70.241;Nonfiction;888,32 Ä;532.992,00 Ä;Amazon Digital Services,  Inc,;Nein
1958;Exodus;Leon Uris;eng;Excellent;4,33;77.258;Historical Fiction;1.470,72 Ä;882.432,00 Ä;Random;Ja
1994;Stones from the River;Ursula Hegi;en-GB;Excellent;4,07;80.056;Literary Fiction;787,20 Ä;472,32 Ä;Amazon Digital Services,  Inc,;Nein
1939;The Big Sleep;Raymond Chandler;eng;Excellent;4,04;84.489;Crime / Noir;126,72 Ä;76.032,00 Ä;Amazon Digital Services,  Inc,;Ja
1945;Cannery Row ;John Steinbeck;eng;Excellent;4,02;81.598;Literary Fiction;1.153,28 Ä;691.968,00 Ä;Harper;Ja
2011;Seriously,,,I'm Kidding;Ellen DeGeneres;en-US;Intermediate;3,72;74.358;Humor / Memoir;843,28 Ä;505.968,00 Ä;Hachette;Nein
2000;The Miserable Mill;Lemony Snicket, Brett Helquist;en-US;Intermediate;3,83;101.325;Childrenís Fiction;1.395,73 Ä;837.438,00 Ä;Penguin;Nein
2012;The Snow Child;Eowyn Ivey;eng;Intermediate;3,95;72.328;Historical Fiction;125,73 Ä;75.438,00 Ä;Amazon Digital Services,  Inc,;Nein
2013;Wait for You;J, Lynn, Jennifer L, Armentrout;eng;Excellent;4,19;106.236;Romance;506,73 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2009;The Last Straw;Jeff Kinney;eng;Excellent;4,11;82.518;Childrenís Fiction;502,74 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1308;La Divina Commedia;Dante Alighieri, Allen Mandelbaum, Eugenio Montale;eng;Excellent;4,06;74.130;Classic / Poetry;124,74 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1982;The Tao of Pooh;Benjamin Hoff, Ernest H, Shepard;eng;Excellent;4,01;69.975;Philosophy / Classic;1.198,75 Ä;719,25 Ä;Harper;Nein
2012;Onyx;Jennifer L, Armentrout;eng;Excellent;4,33;111.448;Fantasy / Paranormal;1.127,50 Ä;676,50 Ä;Random;Nein
2013;Unravel Me (Shatter Me, #2);Tahereh Mafi;eng;Excellent;4,28;109.183;Young Adult / Dystopian;122,76 Ä;73.656,00 Ä;Amazon Digital Services,  Inc,;Nein
2003;The Birth of Venus;Sarah Dunant;en-US;Intermediate;3,79;78.129;Historical Fiction;370,76 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2005;The Opal Deception;Eoin Colfer;eng;Excellent;4,04;95.638;Triller;121,77 Ä;73.062,00 Ä;Amazon Digital Services,  Inc,;Nein
2015;Det som inte d√É¬∂dar oss;David Lagercrantz, Stieg Larsson, George Goulding;eng;Intermediate;3,73;53.751;Fantasy / Young Adult;121,77 Ä;73.062,00 Ä;Random;Nein
2016;The Girls;Emma Cline;eng;Novice;3,49;76.761;Mystery / Crime;974,78 Ä;584.868,00 Ä;Random;Nein
2003;The Goose Girl;Shannon Hale;en-US;Excellent;4,18;92.952;Horror / Zombie;120,78 Ä;72.468,00 Ä;Simon and Schuster Digital Sales Inc;Nein
2001;Mystic River;Dennis Lehane;en-US;Excellent;4,19;86.103;Classic / Historical;1.096,78 Ä;658.068,00 Ä;Random;Ja
2010;Warm Bodies;Isaac Marion;en;Intermediate;3,93;66.381;Science Fiction;486,78 Ä;292.068,00 Ä;Amazon Digital Services,  Inc,;Ja
1881;The Prince and the Pauper;Mark Twain, Everett H, Emerson;eng;Intermediate;3,84;84.682;Historical Fiction;966,79 Ä;580.074,00 Ä;Random;Ja
1966;The Moon is a Harsh Mistress;Robert A, Heinlein;eng;Excellent;4,17;80.366;Science Fiction;930,49 Ä;558.294,00 Ä;Penguin;Nein
2010;The Forty Rules of Love;Elif Shafak;eng;Excellent;4,17;35.283;Romance;119,79 Ä;71.874,00 Ä;Amazon Digital Services,  Inc,;Nein
1999;High Five;Janet Evanovich;eng;Excellent;4,17;92.737;Romantic Comedy;671,55 Ä;402,93 Ä;Amazon Digital Services,  Inc,;Nein
2013;Joyland;Stephen King;eng;Intermediate;3,9;75.018;Horror;118,80 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1933;Tender Is the Night;F, Scott Fitzgerald;en-US;Intermediate;3,83;79.008;Literarische Fiktion;118,80 Ä;71,28 Ä;Amazon Digital Services,  Inc,;Ja
1984;Cold Sassy Tree;Olive Ann Burns;en;Intermediate;3,99;82.281;Historischer Roman;950,81 Ä;570.486,00 Ä;Random;Ja
1945;The Glass Menagerie;Tennessee Williams;eng;Intermediate;3,67;90.032;Drama ;117,81 Ä;70.686,00 Ä;Amazon Digital Services,  Inc,;Ja
2011;L'amica geniale;Elena Ferrante, Ann Goldstein;eng;Intermediate;3,88;64.637;Literarische Fiktion;912,73 Ä;547.638,00 Ä;Random;Ja
2007;The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich;Timothy Ferriss;eng;Intermediate;3,84;66.129;Nonfiction;355,81 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1996;The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny;Robin S, Sharma;eng;Intermediate;3,77;52.031;Nonfiction;117,81 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2011;Rules of Civility;Amor Towles;eng;Intermediate;3,99;75.541;Historischer Roman;712,81 Ä;427.686,00 Ä;Penguin;Nein
1970;Ringworld;Larry Niven;eng;Intermediate;3,96;76.925;Science-Fiction;117,81 Ä;70.686,00 Ä;Amazon Digital Services,  Inc,;Ja
2011;Between Shades of Gray;Ruta Sepetys;eng;Excellent;4,36;87.718;Historischer Roman / Jugend;236,81 Ä;142.086,00 Ä;Amazon Digital Services,  Inc,;Ja
